key_id,date,activity_description_,request_by,remarks,kode,value,category_act,venue_act,objek,category,area,type_of_event,status_date,venue_event,year,month,day
661.0,2023-02-28,penggantian gir box mesil rol adonan roti,banquet,done,electric_kitchen,1.0,penggantian,,gir box mesil rol adonan roti,Repair,,Exhibition,set_up,Hall 3,2023,2,28
662.0,2023-02-28,pemasangan paging di ticket box 3.1,banquet,done,audio_visual,1.0,pemasangan,ticket box 3.1,paging,Assembly and Installation,lainnya,Exhibition,set_up,Hall 3,2023,2,28
663.0,2023-02-28,setup av di kalimaya 2,banquet,done,audio_visual,1.0,setup,kalimaya 2,audio visual,Assembly and Installation,lainnya,Exhibition,set_up,Hall 3,2023,2,28
664.0,2023-02-28,setup mic 2 buah di kalimaya 1,banquet,done,audio_visual,1.0,setup,kalimaya 1,mic 2 buah,Assembly and Installation,lainnya,Exhibition,set_up,Hall 3,2023,2,28
665.0,2023-02-28,"dismantle av di garuda 6,10",banquet,done,audio_visual,1.0,dismantle,garuda 6,audio visual,Demolition and Dismantling,lainnya,Exhibition,set_up,Hall 3,2023,2,28
665.0,2023-02-28,"dismantle av di garuda 6,10",banquet,done,audio_visual,1.0,dismantle,garuda 10,audio visual,Demolition and Dismantling,lainnya,Exhibition,set_up,Hall 3,2023,2,28
666.0,2023-02-28,dismantle av di gmh,banquet,done,audio_visual,1.0,dismantle,garuda main hall,audio visual,Demolition and Dismantling,lainnya,Exhibition,set_up,Hall 3,2023,2,28
667.0,2023-02-28,perbaikan toilet difable di hall 5,hk,done,plumbing,1.0,perbaikan,hall 5,toilet difable,Repair,lainnya,Exhibition,set_up,Hall 3,2023,2,28
668.0,2023-02-28,pemasangan portable ac di ticket box 3.1,exhibition,done,mechanical/air_conditioner,1.0,pemasangan,ticket box 3.1,portable ac,Assembly and Installation,lainnya,Exhibition,set_up,Hall 3,2023,2,28
669.0,2023-02-28,penggantian selektor pompa sampit di alfamart,c/e,done,plumbing,1.0,penggantian,alfamart,selektor pompa sampit,Repair,lainnya,Exhibition,set_up,Hall 3,2023,2,28
670.0,2023-02-28,setup instalasi listrik food truck outdoor di hall 10,banquet,done,electrical,1.0,setup,hall 10,instalasi listrik food truck outdoor,Assembly and Installation,lainnya,Exhibition,set_up,Hall 3,2023,2,28
671.0,2023-02-28,penggantian selektor 2pcs sampit di samping alfamart,c/e,done,electrical,1.0,penggantian,alfamart,selektor 2pcs sampit,Repair,lainnya,Exhibition,set_up,Hall 3,2023,2,28
672.0,2023-02-28,penggantian lampu tiang di salt,banquet,done,electrical,1.0,penggantian,salt,lampu tiang,Repair,salt,Exhibition,set_up,Hall 3,2023,2,28
673.0,2023-02-28,preventive maintenance panel di hall 5-7,c/e,done,electrical,1.0,preventive maintenance,hall 5,maintenance panel,Maintenance,lainnya,Exhibition,set_up,Hall 3,2023,2,28
673.0,2023-02-28,preventive maintenance panel di hall 5-7,c/e,done,electrical,1.0,preventive maintenance,hall 6,maintenance panel,Maintenance,lainnya,Exhibition,set_up,Hall 3,2023,2,28
673.0,2023-02-28,preventive maintenance panel di hall 5-7,c/e,done,electrical,1.0,preventive maintenance,hall 7,maintenance panel,Maintenance,lainnya,Exhibition,set_up,Hall 3,2023,2,28
674.0,2023-02-28,perbaikan plafon seeling di hall 8-9,exhibition,done,civil,1.0,perbaikan,hall 8,plafon seeling,Repair,lainnya,Exhibition,set_up,Hall 3,2023,2,28
674.0,2023-02-28,perbaikan plafon seeling di hall 8-9,exhibition,done,civil,1.0,perbaikan,hall 9,plafon seeling,Repair,lainnya,Exhibition,set_up,Hall 3,2023,2,28
675.0,2023-02-28,mokeup pemasangan keramik di koridor kitchen,banquet,done,civil,1.0,mokeup,koridor kitchen,pemasangan keramik,Lainnya,lainnya,Exhibition,set_up,Hall 3,2023,2,28
676.0,2023-02-28,perapihan lantai storage tank di ph 2,c/e,done,civil,1.0,perapihan,pf hall 2,lantai storage tank,Lainnya,pf,Exhibition,set_up,Hall 3,2023,2,28
677.0,2023-02-28,perbaikan door closer di toilet wanita hall 6,hk,done,civil,1.0,perbaikan,toilet wanita hall 6,door closer,Repair,toilet wanita,Exhibition,set_up,Hall 3,2023,2,28
678.0,2023-02-28,perbaikan handle pintu kaca yang lepas di convention,exhibition,done,civil,1.0,perbaikan,convention,handle pintu kaca yang lepas,Repair,lainnya,Exhibition,set_up,Hall 3,2023,2,28
679.0,2023-02-28,preventive maintenance ahu di hall 8,c/e,done,mechanical/air_conditioner,1.0,preventive maintenance,hall 8,maintenance ahu,Maintenance,lainnya,Exhibition,set_up,Hall 3,2023,2,28
680.0,2023-02-28,pemasangan taco meja bulat (3 unit) di iie ,c/e,done,civil,1.0,pemasangan,iie,taco meja bulat (3 unit),Assembly and Installation,lainnya,Exhibition,set_up,Hall 3,2023,2,28
681.0,2023-02-28,pemasangan frame handle pintu di toilet pria hall 8 pf,hk,done,civil,1.0,pemasangan,toilet pria pf hall 8,frame handle pintu,Assembly and Installation,toilet pria,Exhibition,set_up,Hall 3,2023,2,28
682.0,2023-03-01,"pemasangan handle pintu di meeting room 3a, room d",exhibition,done,civil,1.0,pemasangan,meeting room 3a,handle pintu,Assembly and Installation,lainnya,Exhibition,set_up,Hall 3,2023,3,1
682.0,2023-03-01,"pemasangan handle pintu di meeting room 3a, room d",exhibition,done,civil,1.0,pemasangan,room d,handle pintu,Assembly and Installation,lainnya,Exhibition,set_up,Hall 3,2023,3,1
683.0,2023-03-01,ridgid (mampet) buther di ug ,banquet,done,plumbing,1.0,ridgid,ug,(mampet) buther,Lainnya,lainnya,Exhibition,set_up,Hall 3,2023,3,1
684.0,2023-03-01,perbaikan ceilling di toilet green room,hk,done,civil,1.0,perbaikan,toilet green room,ceilling,Repair,lainnya,Exhibition,set_up,Hall 3,2023,3,1
685.0,2023-03-01,pengecekan valve pompa sampit (swp) di hall 10 ,c/e,done,plumbing,1.0,pengecekan,hall 10,valve pompa sampit (swp),Lainnya,lainnya,Exhibition,set_up,Hall 3,2023,3,1
686.0,2023-03-01,perbaikan kayu ornamen yang lepas di lobby convention,banquet,done,civil,1.0,perbaikan,lobby convention,kayu ornamen yang lepas,Repair,lobby,Exhibition,set_up,Hall 3,2023,3,1
687.0,2023-03-01,penyambungan panel kebutuhan listrik di green room,banquet,done,electrical,1.0,penyambungan,green room,panel kebutuhan listrik,Lainnya,lainnya,Exhibition,set_up,Hall 3,2023,3,1
688.0,2023-03-01,pemasangan tv booth ice di hall 3a,banquet,done,audio_visual,1.0,pemasangan,hall 3a,tv booth ice,Assembly and Installation,lainnya,Exhibition,set_up,Hall 3,2023,3,1
689.0,2023-03-02,preventive maintenance pompa cwp cp 1 di ruang chiller ,c/e,done,plumbing,1.0,preventive maintenance,ruang chiller,maintenance pompa cwp chiller plan 1,Maintenance,ruang,Concert,set_up,Hall 5,2023,3,2
690.0,2023-03-02,preventive maintenance pompa cwp cp 2 di ruang chiller ,c/e,done,plumbing,1.0,preventive maintenance,ruang chiller,maintenance pompa cwp chiller plan 2,Maintenance,ruang,Concert,set_up,Hall 5,2023,3,2
691.0,2023-03-02,ridgid drain meat preap kitchen yang mampet,banquet,done,plumbing,1.0,ridgid,,drain meat preap kitchen yang mampet,Lainnya,,Concert,set_up,Hall 5,2023,3,2
692.0,2023-03-02,perbaikan pompa sampit swp 1108 (pelampung trouble) di hall 3a ,c/e,done,plumbing,1.0,perbaikan,hall 3a,pompa sampit swp 1108 (pelampung trouble),Repair,lainnya,Concert,set_up,Hall 5,2023,3,2
693.0,2023-03-02,ciping coridor kitc bsm untuk pemasangan keramik 30x30,c/e,done,civil,1.0,ciping,,coridor kitc bsm untuk pemasangan keramik 30x30,Lainnya,,Concert,set_up,Hall 5,2023,3,2
694.0,2023-03-02,pemasangan tempat tisu yang lepas no 3 di tw mezanine hall 3ab,hk,done,civil,1.0,pemasangan,toilet pria mezzanine hall 3ab,tempat tisu yang lepas no 3,Assembly and Installation,toilet pria,Concert,set_up,Hall 5,2023,3,2
695.0,2023-03-02,pemasangan keramik dinding,c/e,done,civil,1.0,pemasangan,,keramik dinding,Assembly and Installation,,Concert,set_up,Hall 5,2023,3,2
696.0,2023-03-02,pengecekan pompa sampit swp 1108 (pelampung trouble) di hall 3a ,c/e,done,plumbing,1.0,pengecekan,hall 3a,pompa sampit swp 1108 (pelampung trouble),Lainnya,lainnya,Concert,set_up,Hall 5,2023,3,2
697.0,2023-03-02,pemasangan signage exit yang lepas di hall 3,exhibition,done,civil,1.0,pemasangan,hall 3,signage exit yang lepas,Assembly and Installation,lainnya,Concert,set_up,Hall 5,2023,3,2
698.0,2023-03-02,penggantian banner di corridor 5ab,banquet,done,audio_visual,1.0,penggantian,coridor 5ab,banner,Repair,coridor,Concert,set_up,Hall 5,2023,3,2
699.0,2023-03-02,pemasangan instalasi booth listrik,banquet,done,electrical,1.0,pemasangan,,instalasi booth listrik,Assembly and Installation,,Concert,set_up,Hall 5,2023,3,2
700.0,2023-03-02,"setup av di garuda 5a,b",banquet,done,audio_visual,1.0,setup,garuda 5a,audio visual,Assembly and Installation,lainnya,Concert,set_up,Hall 5,2023,3,2
700.0,2023-03-02,"setup av di garuda 5a,b",banquet,done,audio_visual,1.0,setup,garuda 5b,audio visual,Assembly and Installation,lainnya,Concert,set_up,Hall 5,2023,3,2
701.0,2023-03-02,"pemasangan banner di garuda 5a,b",banquet,done,audio_visual,1.0,pemasangan,garuda 5a,banner,Assembly and Installation,lainnya,Concert,set_up,Hall 5,2023,3,2
701.0,2023-03-02,"pemasangan banner di garuda 5a,b",banquet,done,audio_visual,1.0,pemasangan,garuda 5b,banner,Assembly and Installation,lainnya,Concert,set_up,Hall 5,2023,3,2
702.0,2023-03-02,pemasangan banner di corridor 5ab,banquet,done,audio_visual,1.0,pemasangan,coridor 5ab,banner,Assembly and Installation,coridor,Concert,set_up,Hall 5,2023,3,2
703.0,2023-03-02,pemasangan instalasi booth lampu,banquet,done,electrical,1.0,pemasangan,,instalasi booth lampu,Assembly and Installation,,Concert,set_up,Hall 5,2023,3,2
704.0,2023-03-02,perbaikan panel bounded,c/e,done,electrical,1.0,perbaikan,,panel bounded,Repair,,Concert,set_up,Hall 5,2023,3,2
705.0,2023-03-02,penyambungan listrik di panel hall 5 & 6 timur,exhibition,done,electrical,1.0,penyambungan,hall 5,listrik,Lainnya,lainnya,Concert,set_up,Hall 5,2023,3,2
705.0,2023-03-02,penyambungan listrik di panel hall 5 & 6 timur,exhibition,done,electrical,1.0,penyambungan,hall 6,listrik,Lainnya,lainnya,Concert,set_up,Hall 5,2023,3,2
706.0,2023-03-02,penggantian bearing fan cp 3 no 1 cooling tower di ruang chiller ,c/e,done,mechanical/air_conditioner,1.0,penggantian,ruang chiller,bearing fan chiller plan 3 no 1 cooling tower,Repair,ruang,Concert,set_up,Hall 5,2023,3,2
707.0,2023-03-03,warmingup genset di ph 2,c/e,done,electrical,1.0,warmingup,pf hall 2,genset,Lainnya,pf,Concert,set_up,Hall 5,2023,3,3
708.0,2023-03-03,perbaikan pompa sampit tangga putar (pelampung nyangkut) di hall 10 ,c/e,done,plumbing,1.0,perbaikan,hall 10,pompa sampit tangga putar (pelampung nyangkut),Repair,lainnya,Concert,set_up,Hall 5,2023,3,3
709.0,2023-03-03,jum'at bersih ruang solar di ph2,c/e,done,electrical,1.0,jum'at,pf hall 2,bersih ruang solar,Lainnya,pf,Concert,set_up,Hall 5,2023,3,3
710.0,2023-03-03,perbaikan lampu tl (yang mau jatuh) di bsm hall 6,exhibition,done,electrical,1.0,perbaikan,bsm hall 6,lampu tl (yang mau jatuh),Repair,bsm,Concert,set_up,Hall 5,2023,3,3
711.0,2023-03-03,penggantian pompa sampit lcp-stp-1111,c/e,done,plumbing,1.0,penggantian,,pompa sampit lchiller plan-stp-1111,Repair,,Concert,set_up,Hall 5,2023,3,3
712.0,2023-03-03,perbaikan kaca cermin di tw lodok hall 9,hk,done,civil,1.0,perbaikan,toilet pria lodock hall 9,kaca cermin,Repair,lodock,Concert,set_up,Hall 5,2023,3,3
713.0,2023-03-03,perbaikan panel lampu di outdoor,c/e,done,electrical,1.0,perbaikan,outdoor,panel lampu,Repair,outdoor,Concert,set_up,Hall 5,2023,3,3
714.0,2023-03-03,pengecatan tangki solar di ph 2,c/e,done,civil,1.0,pengecatan,pf hall 2,tangki solar,Painting and Coating,pf,Concert,set_up,Hall 5,2023,3,3
715.0,2023-03-03,perbaikan kebocoran roof di hall 5-8,exhibition,done,civil,1.0,perbaikan,hall 5,kebocoran roof,Repair,lainnya,Concert,set_up,Hall 5,2023,3,3
715.0,2023-03-03,perbaikan kebocoran roof di hall 5-8,exhibition,done,civil,1.0,perbaikan,hall 6,kebocoran roof,Repair,lainnya,Concert,set_up,Hall 5,2023,3,3
715.0,2023-03-03,perbaikan kebocoran roof di hall 5-8,exhibition,done,civil,1.0,perbaikan,hall 7,kebocoran roof,Repair,lainnya,Concert,set_up,Hall 5,2023,3,3
715.0,2023-03-03,perbaikan kebocoran roof di hall 5-8,exhibition,done,civil,1.0,perbaikan,hall 8,kebocoran roof,Repair,lainnya,Concert,set_up,Hall 5,2023,3,3
716.0,2023-03-03,perbaikan keramik pecah di lift service lantai 1,banquet,done,civil,1.0,perbaikan,lift service lantai 1,keramik pecah,Repair,lainnya,Concert,set_up,Hall 5,2023,3,3
717.0,2023-03-03,pemasangan keramik dinding koridor kitchen,c/e,done,civil,1.0,pemasangan,,keramik dinding koridor kitchen,Assembly and Installation,,Concert,set_up,Hall 5,2023,3,3
718.0,2023-03-03,perbaikan pintu di kalimaya 1-3,banquet,done,civil,1.0,perbaikan,kalimaya 1,pintu,Repair,lainnya,Concert,set_up,Hall 5,2023,3,3
718.0,2023-03-03,perbaikan pintu di kalimaya 1-3,banquet,done,civil,1.0,perbaikan,kalimaya 2,pintu,Repair,lainnya,Concert,set_up,Hall 5,2023,3,3
718.0,2023-03-03,perbaikan pintu di kalimaya 1-3,banquet,done,civil,1.0,perbaikan,kalimaya 3,pintu,Repair,lainnya,Concert,set_up,Hall 5,2023,3,3
719.0,2023-03-03,pembongkaran booth r-8 di hall 8,banquet,done,civil,1.0,pembongkaran,hall 8,booth r-8,Demolition and Dismantling,lainnya,Concert,set_up,Hall 5,2023,3,3
720.0,2023-03-03,ciping koridor kitchen persiapan untuk dikeramik,c/e,done,civil,1.0,ciping,,koridor kitchen persiapan untuk dikeramik,Lainnya,,Concert,set_up,Hall 5,2023,3,3
721.0,2023-03-03,perbaikan lampu di coridor trapesium,banquet,done,electrical,1.0,perbaikan,coridor trapesium,lampu,Repair,coridor,Concert,set_up,Hall 5,2023,3,3
722.0,2023-03-03,dismantle av di garuda 5,banquet,done,audio_visual,1.0,dismantle,garuda 5,audio visual,Demolition and Dismantling,lainnya,Concert,set_up,Hall 5,2023,3,3
5068.0,2023-11-30,setup screen di hall 3a,food&beverage,done,audio_visual,1.0,setup,hall 3a,screen,Assembly and Installation,lainnya,Religious,set_up,Hall 5,2023,11,30
5069.0,2023-11-30,perbaikan tilting fan di main kitchen,kitchen,done,electric_kitchen,1.0,perbaikan,main kitchen,tilting fan,Repair,lainnya,Religious,set_up,Hall 5,2023,11,30
5070.0,2023-11-30,setup av di garuda 8ab,food&beverage,done,audio_visual,1.0,setup,garuda 8a,audio visual,Assembly and Installation,lainnya,Religious,set_up,Hall 5,2023,11,30
5070.0,2023-11-30,setup av di garuda 8ab,food&beverage,done,audio_visual,1.0,setup,garuda 8b,audio visual,Assembly and Installation,lainnya,Religious,set_up,Hall 5,2023,11,30
5071.0,2023-11-30,setup av all di garuda,food&beverage,done,audio_visual,1.0,setup,garuda,audio visual all,Assembly and Installation,lainnya,Religious,set_up,Hall 5,2023,11,30
5072.0,2023-11-30,instalasi kabel listrik di snack bar hall 3 pf,civil,done,electrical,1.0,instalasi,snack bar pf hall 3,kabel listrik,Construction and Building,snack bar,Religious,set_up,Hall 5,2023,11,30
5073.0,2023-11-30,perbaikan karpet yang lepas di kalimaya 1,civil,done,civil,1.0,perbaikan,kalimaya 1,karpet yang lepas,Repair,lainnya,Religious,set_up,Hall 5,2023,11,30
5074.0,2023-11-30,penggantian fan belt no 3 ahu di pf hall 10,civil,done,mechanical/air_conditioner,1.0,penggantian,pf hall 10,fan belt no 3 ahu,Repair,pf,Religious,set_up,Hall 5,2023,11,30
5075.0,2023-11-30,perbaikan drain ahu di hall 9,civil,done,mechanical/air_conditioner,1.0,perbaikan,hall 9,drain ahu,Repair,lainnya,Religious,set_up,Hall 5,2023,11,30
5076.0,2023-11-30,pemasangan kontrol inverter cp 1 di ruang chiller,civil,done,electrical,1.0,pemasangan,ruang chiller,kontrol inverter chiller plan 1,Assembly and Installation,ruang,Religious,set_up,Hall 5,2023,11,30
5077.0,2023-11-30,pemasangan sink di selasar di hall 3-3a,civil,done,plumbing,1.0,pemasangan,selasar,sink,Assembly and Installation,selasar,Religious,set_up,Hall 5,2023,11,30
5078.0,2023-11-30,pemasangan kitchen sink di hall 3a selasar,civil,done,plumbing,1.0,pemasangan,selasar hall 3a,kitchen sink,Assembly and Installation,selasar,Religious,set_up,Hall 5,2023,11,30
5079.0,2023-11-30,perbaikan toilet cubical 1 di toilet pria hall 10 timur,civil,done,plumbing,1.0,perbaikan,toilet pria hall 10,toilet cubical 1,Repair,toilet pria,Religious,set_up,Hall 5,2023,11,30
5080.0,2023-11-30,melanjutkan pengecatan tiang kolom di hall 6,civil,done,civil,1.0,pengecatan,hall 6,pengecatan tiang kolom,Painting and Coating,lainnya,Religious,set_up,Hall 5,2023,11,30
5081.0,2023-11-30,perbaikan kanopi drop off di hall 7,civil,done,civil,1.0,perbaikan,hall 7,kanopi drop off,Repair,lainnya,Religious,set_up,Hall 5,2023,11,30
5082.0,2023-11-30,pemasangan booth r8 di hall 7,civil,done,civil,1.0,pemasangan,hall 7,booth r8,Assembly and Installation,lainnya,Religious,set_up,Hall 5,2023,11,30
5083.0,2023-11-30,perbaikan plafon di garuda 1,civil,done,civil,1.0,perbaikan,garuda 1,plafon,Repair,lainnya,Religious,set_up,Hall 5,2023,11,30
5084.0,2023-11-30,perbaikan handle pintu kaca double di hall 3,civil,done,civil,1.0,perbaikan,hall 3,handle pintu kaca double,Repair,lainnya,Religious,set_up,Hall 5,2023,11,30
5085.0,2023-11-30,perbaikan rumah kunci pintu kaca double di hall 3,civil,done,civil,1.0,perbaikan,hall 3,rumah kunci pintu kaca double,Repair,lainnya,Religious,set_up,Hall 5,2023,11,30
5086.0,2023-11-30,perbaikan pintu kayu yang tidak bisa kebuka ke di cendana 5,civil,done,civil,1.0,perbaikan,cendana 5,pintu kayu yang tidak bisa kebuka ke,Repair,lainnya,Religious,set_up,Hall 5,2023,11,30
5087.0,2023-11-30,perbaikan pintu kayu yang tidak bisa kebuka keluar di kalimaya 2,civil,done,civil,1.0,perbaikan,kalimaya 2,pintu kayu yang tidak bisa kebuka keluar,Repair,lainnya,Religious,set_up,Hall 5,2023,11,30
5088.0,2023-11-30,pemasangan jalusi di ph 2,civil,done,civil,1.0,pemasangan,pf hall 2,jalusi,Assembly and Installation,pf,Religious,set_up,Hall 5,2023,11,30
5089.0,2023-12-01,instalasi power listrik disnack bar di pf hall 7,,done,electrical,1.0,instalasi,pf hall 7,power listrik disnack bar,Construction and Building,pf,Religious,set_up,Hall 5,2023,12,1
5090.0,2023-12-01,perbaikan ornament di ticket box 2 hall 6,,done,electrical,1.0,perbaikan,ticket box 2 hall 6,ornament,Repair,lainnya,Religious,set_up,Hall 5,2023,12,1
5091.0,2023-12-01,"reading billing bulanan listrik, air, dan gas",,done,electrical,1.0,reading,,"billing bulanan listrik, air, dan gas",Lainnya,,Religious,set_up,Hall 5,2023,12,1
5092.0,2023-12-01,penyambungan listrik untuk kebutuhan ac portable di hall 5,,done,electrical,1.0,penyambungan,hall 5,listrik untuk kebutuhan ac portable,Lainnya,lainnya,Religious,set_up,Hall 5,2023,12,1
5093.0,2023-12-01,setup snackbar dan drink corner di hall 7 ,,done,electrical,1.0,setup,hall 7,snackbar dan drink corner,Assembly and Installation,lainnya,Religious,set_up,Hall 5,2023,12,1
5094.0,2023-12-01,jum'at bersih di store engineering,,done,civil,1.0,jum'at,store engineering,bersih,Lainnya,lainnya,Religious,set_up,Hall 5,2023,12,1
5095.0,2023-12-01,pemasangan lampu sorot untuk drink corner,,done,electrical,1.0,pemasangan,,lampu sorot untuk drink corner,Assembly and Installation,,Religious,set_up,Hall 5,2023,12,1
5096.0,2023-12-01,pemasangan sink di loading dock hall 7,,done,civil,1.0,pemasangan,lodock hall 7,sink,Assembly and Installation,lodock,Religious,set_up,Hall 5,2023,12,1
5097.0,2023-12-01,penggantian ecowasher yang patah di tw mezzanine hall 3 ,,done,plumbing,1.0,penggantian,toilet pria mezzanine hall 3,ecowasher yang patah,Repair,toilet pria,Religious,set_up,Hall 5,2023,12,1
5098.0,2023-12-01,pengecekan blower stp,,done,plumbing,1.0,pengecekan,,blower stp,Lainnya,,Religious,set_up,Hall 5,2023,12,1
5099.0,2023-12-01,perbaikan blower stp,,done,plumbing,1.0,perbaikan,,blower stp,Repair,,Religious,set_up,Hall 5,2023,12,1
5100.0,2023-12-01,perbaikan suplai air closet yang stop,,done,plumbing,1.0,perbaikan,,suplai air closet yang stop,Repair,,Religious,set_up,Hall 5,2023,12,1
5101.0,2023-12-01,pengecatan tiang kolom di hall 6-7,,done,civil,1.0,pengecatan,hall 6,tiang kolom,Painting and Coating,lainnya,Religious,set_up,Hall 5,2023,12,1
5101.0,2023-12-01,pengecatan tiang kolom di hall 6-7,,done,civil,1.0,pengecatan,hall 7,tiang kolom,Painting and Coating,lainnya,Religious,set_up,Hall 5,2023,12,1
5102.0,2023-12-01,fabrikasi jalusi di ph 2,,done,civil,1.0,fabrikasi,pf hall 2,jalusi,Construction and Building,pf,Religious,set_up,Hall 5,2023,12,1
5103.0,2023-12-01,jum'at bersih di pump room,,done,civil,1.0,jum'at,pump room,bersih,Lainnya,lainnya,Religious,set_up,Hall 5,2023,12,1
5104.0,2023-12-01,jum'at bersih di civil,,done,civil,1.0,jum'at,civil,bersih,Lainnya,lainnya,Religious,set_up,Hall 5,2023,12,1
5105.0,2023-12-01,pemasangan instalasi booth r8 di hall 7,,done,electrical,1.0,pemasangan,hall 7,instalasi booth r8,Assembly and Installation,lainnya,Religious,set_up,Hall 5,2023,12,1
5106.0,2023-12-01,"perbaikan kebocoran roof convention siis & jackroof di hall 5,hall 3a",,done,civil,1.0,perbaikan,hall 5,kebocoran roof convention siis & jackroof,Repair,lainnya,Religious,set_up,Hall 5,2023,12,1
5106.0,2023-12-01,"perbaikan kebocoran roof convention siis & jackroof di hall 5,hall 3a",,done,civil,1.0,perbaikan,hall 3a,kebocoran roof convention siis & jackroof,Repair,lainnya,Religious,set_up,Hall 5,2023,12,1
5107.0,2023-12-01,setup atau penambahan equipment av di garuda,,done,audio_visual,1.0,setup,garuda,atau penambahan equipment audio visual,Assembly and Installation,lainnya,Religious,set_up,Hall 5,2023,12,1
5108.0,2023-12-01,setup sound & wudhu portable untuk jum'atan di hall 8 ,,done,civil,1.0,setup,hall 8,sound & wudhu portable untuk jum'atan,Assembly and Installation,lainnya,Religious,set_up,Hall 5,2023,12,1
5109.0,2023-12-01,fabrikasi cat walk di garuda 1 ,,done,mechanical/air_conditioner,1.0,fabrikasi,garuda 1,cat walk,Construction and Building,lainnya,Religious,set_up,Hall 5,2023,12,1
1630.0,2023-05-25,pengecatan dudukan chiller cp 4 di ruang chiller,c/e,done,electrical,1.0,pengecatan,ruang chiller,dudukan chiller chiller plan 4,Painting and Coating,ruang,Exhibition,show_day,Hall 3,2023,5,25
1631.0,2023-05-25,penambahan booth di hall 8,banquet,done,electrical,1.0,penambahan,hall 8,booth,Repair,lainnya,Exhibition,show_day,Hall 3,2023,5,25
1632.0,2023-05-25,dismantle av di kalimaya 2,banquet,done,audio_visual,1.0,dismantle,kalimaya 2,audio visual,Demolition and Dismantling,lainnya,Exhibition,show_day,Hall 3,2023,5,25
1633.0,2023-05-25,penambahan freon ac di meeting room 3d,exhibition,done,mechanical/air_conditioner,1.0,penambahan,meeting room 3d,freon ac,Repair,lainnya,Exhibition,show_day,Hall 3,2023,5,25
1634.0,2023-05-25,penggantian mcb booth di hall 2,banquet,done,electrical,1.0,penggantian,hall 2,mcb booth,Repair,lainnya,Exhibition,show_day,Hall 3,2023,5,25
1635.0,2023-05-25,pemasangan dispenser tisu di green room,banquet,done,civil,1.0,pemasangan,green room,dispenser tisu,Assembly and Installation,lainnya,Exhibition,show_day,Hall 3,2023,5,25
1636.0,2023-05-25,pengangkatan pompa efluent di stp ,c/e,done,plumbing,1.0,pengangkatan,stp,pompa efluent,Lainnya,lainnya,Exhibition,show_day,Hall 3,2023,5,25
1637.0,2023-05-25,perbaikan saluran air kotor di pastry,banquet,done,plumbing,1.0,perbaikan,pastry,saluran air kotor,Repair,lainnya,Exhibition,show_day,Hall 3,2023,5,25
1638.0,2023-05-25,perbaikan v trap di hall 10,hk,done,plumbing,1.0,perbaikan,hall 10,v trap,Repair,lainnya,Exhibition,show_day,Hall 3,2023,5,25
1639.0,2023-05-25,penggantian eco waser di toilet wanita mezzanine hall 9,hk,done,plumbing,1.0,penggantian,toilet wanita mezzanine hall 9,eco waser,Repair,toilet wanita,Exhibition,show_day,Hall 3,2023,5,25
1640.0,2023-05-25,perbaikan ceiling di kalimaya 2,banquet,done,civil,1.0,perbaikan,kalimaya 2,ceiling,Repair,lainnya,Exhibition,show_day,Hall 3,2023,5,25
1641.0,2023-05-25,perbaikan jalur dusaspun di hall 8,c/e,done,plumbing,1.0,perbaikan,hall 8,jalur dusaspun,Repair,lainnya,Exhibition,show_day,Hall 3,2023,5,25
1642.0,2023-05-25,preventive maintenance pompa sumpit di hall 6,c/e,done,plumbing,1.0,preventive maintenance,hall 6,maintenance pompa sumpit,Maintenance,lainnya,Exhibition,show_day,Hall 3,2023,5,25
1643.0,2023-05-26,perbaikan saluran dusas pun di hall 8,c/e,done,plumbing,1.0,perbaikan,hall 8,saluran dusas pun,Repair,lainnya,Exhibition,show_day,Hall 3,2023,5,26
1644.0,2023-05-26,pemasangan kwh meter di business center,c/e,done,plumbing,1.0,pemasangan,business center,kwh meter,Assembly and Installation,lainnya,Exhibition,show_day,Hall 3,2023,5,26
1645.0,2023-05-26,perbaikan pompa efluent di stp,c/e,done,electrical,1.0,perbaikan,stp,pompa efluent,Repair,lainnya,Exhibition,show_day,Hall 3,2023,5,26
1646.0,2023-05-26,perbaikan ceiling di kalimaya 2,banquet,done,electrical,1.0,perbaikan,kalimaya 2,ceiling,Repair,lainnya,Exhibition,show_day,Hall 3,2023,5,26
1647.0,2023-05-26,preventive maintenance floor box di kalimaya 1 dan 2,c/e,done,plumbing,1.0,preventive maintenance,kalimaya 1,maintenance floor box,Maintenance,lainnya,Exhibition,show_day,Hall 3,2023,5,26
1647.0,2023-05-26,preventive maintenance floor box di kalimaya 1 dan 2,c/e,done,plumbing,1.0,preventive maintenance,kalimaya 2,maintenance floor box,Maintenance,lainnya,Exhibition,show_day,Hall 3,2023,5,26
1648.0,2023-05-26,setup tempat wudhu di convention,hk,done,plumbing,1.0,setup,convention,tempat wudhu,Assembly and Installation,lainnya,Exhibition,show_day,Hall 3,2023,5,26
1649.0,2023-05-26,dismantle r8 di hall 9,banquet,done,audio_visual,1.0,dismantle,hall 9,r8,Demolition and Dismantling,lainnya,Exhibition,show_day,Hall 3,2023,5,26
1650.0,2023-05-26,setup 2 mic wireless di salt,banquet,done,audio_visual,1.0,setup,salt,2 mic wireless,Assembly and Installation,salt,Exhibition,show_day,Hall 3,2023,5,26
